"PODROÈJA IN PODPODROÈJA DEJAVNOSTI","2008 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2009 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2010 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2011 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2012 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2013 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2014 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2015 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2016 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2017 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2018 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2019 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2020 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija","2021 Poraba goriv za transformacijo ni vkljuèena Elektrièna energija"
"SKUPAJ A, B, C, D, E, F",22992,18132,20001,21353,21561,21389,22011,22530,22651,23407,24320,24400,22492,23321
