"MERITVE","1996 Elektrarne po glavni dejavnosti","1996 Samoproizvajalci","1996 Male zasebne hidroelektrarne","1997 Elektrarne po glavni dejavnosti","1997 Samoproizvajalci","1997 Male zasebne hidroelektrarne","1998 Elektrarne po glavni dejavnosti","1998 Samoproizvajalci","1998 Male zasebne hidroelektrarne","1999 Elektrarne po glavni dejavnosti","1999 Samoproizvajalci","1999 Male zasebne hidroelektrarne","2000 Elektrarne po glavni dejavnosti","2000 Samoproizvajalci","2000 Male zasebne hidroelektrarne","2001 Elektrarne po glavni dejavnosti","2001 Samoproizvajalci","2001 Male zasebne hidroelektrarne","2002 Elektrarne po glavni dejavnosti","2002 Samoproizvajalci","2002 Male zasebne hidroelektrarne","2003 Elektrarne po glavni dejavnosti","2003 Samoproizvajalci","2003 Male zasebne hidroelektrarne","2004 Elektrarne po glavni dejavnosti","2004 Samoproizvajalci","2004 Male zasebne hidroelektrarne","2005 Elektrarne po glavni dejavnosti","2005 Samoproizvajalci","2005 Male zasebne hidroelektrarne","2006 Elektrarne po glavni dejavnosti","2006 Samoproizvajalci","2006 Male zasebne hidroelektrarne","2007 Elektrarne po glavni dejavnosti","2007 Samoproizvajalci","2007 Male zasebne hidroelektrarne","2008 Elektrarne po glavni dejavnosti","2008 Samoproizvajalci","2008 Male zasebne hidroelektrarne","2009 Elektrarne po glavni dejavnosti","2009 Samoproizvajalci","2009 Male zasebne hidroelektrarne","2010 Elektrarne po glavni dejavnosti","2010 Samoproizvajalci","2010 Male zasebne hidroelektrarne","2011 Elektrarne po glavni dejavnosti","2011 Samoproizvajalci","2011 Male zasebne hidroelektrarne","2012 Elektrarne po glavni dejavnosti","2012 Samoproizvajalci","2012 Male zasebne hidroelektrarne","2013 Elektrarne po glavni dejavnosti","2013 Samoproizvajalci","2013 Male zasebne hidroelektrarne","2014 Elektrarne po glavni dejavnosti","2014 Samoproizvajalci","2014 Male zasebne hidroelektrarne","2015 Elektrarne po glavni dejavnosti","2015 Samoproizvajalci","2015 Male zasebne hidroelektrarne","2016 Elektrarne po glavni dejavnosti","2016 Samoproizvajalci","2016 Male zasebne hidroelektrarne","2017 Elektrarne po glavni dejavnosti","2017 Samoproizvajalci","2017 Male zasebne hidroelektrarne","2018 Elektrarne po glavni dejavnosti","2018 Samoproizvajalci","2018 Male zasebne hidroelektrarne","2019 Elektrarne po glavni dejavnosti","2019 Samoproizvajalci","2019 Male zasebne hidroelektrarne","2020 Elektrarne po glavni dejavnosti","2020 Samoproizvajalci","2020 Male zasebne hidroelektrarne","2021 Elektrarne po glavni dejavnosti","2021 Samoproizvajalci","2021 Male zasebne hidroelektrarne"
"Proizvodnja na pragu - skupaj (GWh)",11511.000,374.000,87.000,11894.000,383.000,72.000,12365.000,391.000,99.000,11885.000,479.000,92.000,12202.000,504.000,89.000,12987.000,497.000,108.000,13228.000,372.000,93.000,12458.000,359.000,78.000,13741.000,418.000,150.000,13590.000,404.000,156.000,13580.000,354.000,183.000,13527.000,340.000,176.000,14845.000,333.000,179.000,14949.000,361.000,65.000,14978.000,364.000,68.000,14596.000,359.000,46.000,14202.000,450.000,53.000,14529.000,514.000,74.000,15766.000,603.000,117.000,13528.000,582.000,77.000,14819.000,587.000,140.000,14693.118,588.071,115.686,14746.574,560.872,134.523,14483.249,610.894,130.211,15464.947,690.689,134.038,14146.790,757.454,143.813
